feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,is_fraud
-2.456959723889045,0.039793759381511196,0.34092268126586567,0.08698715123967682,-2.2526171657600007,-1.2729132906637244,-0.4900330155063487,-1.6350953391315355,-0.08605209343713105,0.634616742533975,0
0.29027537325201,-0.9692159493061758,-1.455627299762888,0.5736641806541833,0.32059171170192635,0.1453569337964745,-0.05769715331464374,1.0327077214639795,-1.1215717130942908,-0.13811258991694808,0
1.1179465584889252,1.8505956349399866,-1.8842250907563958,-0.3856355706564817,0.6888038045750369,-0.1671375618991492,1.1528529724998002,1.9105735093857794,-1.3278373125723897,-0.7244293440904451,0
0.9121568877446973,-2.9195937293398755,0.6597699699641901,0.4458191803030506,-2.4204276706352323,2.4809948875785257,-1.4950167565748134,0.26891132722746225,-2.0595807164027473,-0.6338879404889071,0
-1.5864505561447053,-0.5860929891924538,1.0438349318690618,0.3645111355373338,-0.4791676804701192,-0.32609671805580137,0.5588926623816693,-1.5475376435881347,0.11670648940847306,0.14451593846268965,0
1.6194280762405073,-3.3748367804881503,0.11036750420477759,-0.4151600642793165,0.34425767999224005,2.9223409373031237,-0.28460495728572677,1.0116355069862344,-2.496664032571819,0.027922698451566228,0
-0.5291693992690504,-1.1986847318115599,-1.2746598998412448,-0.3387128840027246,-0.788300735045307,-0.20806511217372878,-1.3831041287282322,0.43431573997126954,-1.0997678236752138,0.3285348638095107,0
1.4888856356193045,-3.87183964037985,3.129625172142969,0.10907015906121705,-0.26662854431953575,4.125551505832549,-0.44865110992146445,-0.8153091510550412,-1.5980128308257118,0.5376774461318808,0
1.454060372444477,3.1745780672721873,-2.4803691378884887,-0.18105252723280132,-1.0440872323450239,0.0608645899918595,-0.8378659692013617,2.6544469106419593,-2.8319479335908717,-0.5195214625203645,0
0.30996695811163766,2.737067242760604,1.0458102021472668,-0.5972457532149473,0.9294285856042144,-0.21754830508101552,-0.12422428398149918,-0.32152482504647306,0.6518173146739463,-0.3591926741859012,0
